isbn13 ,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,numbers,ratings_count
9.78E+12,66236177,A Light in the Attic Book and CD,Shel Silverstein,Juvenile Nonfiction,http://books.google.com/books/content?id=FJfQsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Last night while I lay thinking here Some Whatifs crawled inside my ear And pranced and partied all night long And sang their same old Whatif song: Whatif I flunk that test? Whatif green hair grows on my chest? Whatif nobody likes me? Whatif a bolt of lightning strikes me?... To celebrate its 20th anniversary, Shel Silverstein's A Light in the Attic is now available in a special edition containing the classic hardcover book and a CD of highlights from his Grammy Award-winning album. Here in the attic of Shel Silverstein you will find Backward Bill, Sour Face Ann, the Meehoo with an Exactlywatt, and the Polar Bear in the Frigidaire. You will talk with Broiled Face, and find out what happens when Somebody steals your knees, you get caught by the Quick-Digesting Gink, a Mountain snores, and They Put a Brassiere on the Camel. From the creator of the beloved poetry collections Where the Sidewalk Ends and Falling Up, here is another wondrous book of poems and drawings.",2001,4.34,176,590
9.78E+12,66238501,The Chronicles of Narnia (adult),C. S. Lewis,Fiction,http://books.google.com/books/content?id=3VGkK_F9thYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Journeys to the end of the world, fantastic creatures, and epic battles between good and evil -- what more could any reader ask for in one book? The book that has it all is The Lion, the Witch and the Wardrobe, written in 1949 by Clive Staples Lewis. But Lewis did not stop there. Six more books followed, and together they became known as The Chronicles of Narnia. For the past fifty years, The Chronicles of Narnia have transcended the fantasy genre to become part of the canon of classic literature. Each of the seven books is a masterpiece, drawing the reader into a land where magic meets reality, and the result is a fictional world whose scope has fascinated generations. This edition presents all seven books -- unabridged -- in one impressive volume. The books are presented here according to Lewis' preferred order, each chapter graced with an illustration by the original artist, Pauline Baynes. Deceptively simple and direct, The Chronicles of Narnia continue to captivate fans with adventures, characters, and truths that speak to readers of all ages, even fifty years after they were first published.",2001,4.26,767,425445
9.78E+12,66620104,What Would Machiavelli Do?,Stanley Bing,Humor,http://books.google.com/books/content?id=W9jVlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"What Would Machiavelli Do? He would feast on other people's discord He wouldn't exactly seek the company of ass-kissers and bimbos, but he wouldn't reject them out of hand either He would realize that loving yourself means never having to say you're sorry He would kill people, but only if he could feel good about himself afterward He would establish and maintain a psychotic level of control He would use other people's opinions to sell his book!",2002,3.46,176,434
9.78E+12,70488207,Virgin,James Patterson,Fiction,http://books.google.com/books/content?id=3EDbEHca_k8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,The Blessed Virgin's deliverance of a prophecy to a peasant girl in Fatima in 1914 is followed years later by signs and omens including worldwide droughts and famines that signify its imminent fulfillment,1980,3.86,210,300
9.78E+12,71348271,Mission Possible,Ken Blanchard;Terry Waghorn,Business & Economics,http://books.google.com/books/content?id=ofjQmAJBiiwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Explains how to improve one's existing organization while creating a replacement design for the future and why change is necessary to ensure the future of one's business,1999,3.42,242,0
9.78E+12,71401946,Crucial Conversations,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,Business & Economics,http://books.google.com/books/content?id=PibJN5XVQRkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The New York Times Bestseller! Learn how to keep your cool and get the results you want when emotions flare. When stakes are high, opinions vary, and emotions run strong, you have three choices: Avoid a crucial conversation and suffer the consequences; handle the conversation badly and suffer the consequences; or read Crucial Conversations and discover how to communicate best when it matters most. Crucial Conversations gives you the tools you need to step up to life's most difficult and important conversations, say what's on your mind, and achieve the positive resolutions you want. You'll learn how to: Prepare for high-impact situations with a six-minute mastery technique Make it safe to talk about almost anything Be persuasive, not abrasive Keep listening when others blow up or clam up Turn crucial conversations into the action and results you want Whether they take place at work or at home, with your neighbors or your spouse, crucial conversations can have a profound impact on your career, your happiness, and your future. With the skills you learn in this book, you'll never have to worry about the outcome of a crucial conversation again.",2002,4.01,240,36535
9.78E+12,71428488,"Easy French Reader, Second Edition",R. de Roussy de Sales,Foreign Language Study,http://books.google.com/books/content?id=TY4AAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The fun and easy way to quickly enhance your French reading skills Easy French Reader is based on the premise that the best way to learn a language is to start reading it, immediately. Suitable for raw beginners to intermediate-level language learners, this popular title features engaging readings of progressive difficulty that allow you to rapidly build your comprehension. Find out what unfamiliar words and phrases mean with the book's helpful glossary Discover the nuances of French language and culture as well as the country's history through engaging texts Get a feel for authentic French society with readings from contemporary literature",2003,3.84,228,292
9.78E+12,71433716,Slim to None,Jennifer Hendricks,Biography & Autobiography,http://books.google.com/books/content?id=fY-lfz3EujEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""A young woman's fatal battle with anorexia, in her own words In the tradition of Go Ask Alice, Prozac Nation, and Girl Interrupted, Slim to None grants readers precious access to the emotional and psychological underpinnings of its author. Step-by-step, readers follow Jenny's long journey through a ""wasteland"" of failed treatments and therapies, false hope, and abuse by the mental health system that kept her captive most of her life. Although this disease has been at the forefront of public awareness for years, anorexia continues to claim more victims than any other mental illness. Slim to None reveals the glaring inadequacy of the mental health system to treat and fully understand this disease. The first journal of an anorexic to be published posthumously, the book discloses the innermost thoughts, fears, and hopes of a young girl stricken and fighting to recover. Jenny Hendricks painstakingly recorded her experiences as she suffered from and eventually succumbed to this eating disorder. With candor, she recounts being shipped from one doctor to another and subjected to widely varying treatments--all of which ultimately proved unsuccessful. Her father, Gordon Hendricks, fills in this compelling narrative with his own memories of his daughter's struggle.""--Publisher's description.",2004,3.65,384,574
9.78E+12,71451382,Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,Foreign Language Study,http://books.google.com/books/content?id=Mbix2qU7bwcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Practice makes perfect Italian verb tenses goes beyond other verb books to coach you in when and why verb tenses are used. In addition to an array of fully conjugated verbs, you will find clear and concise explanations that pinpoint why specific tenses work in given situations as well as plenty of engaging examples and numerous skill-building exercises. This is the ideal reference/workbook for beginning to intermediate Italian language learners whose goal is to learn to speak and write Italian with fluency.",2005,4,252,9
9.78E+12,71608915,"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition",Laurence Brunton;John Lazo;Keith Parker,Medical,http://books.google.com/books/content?id=PtWdBgnQdjMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The undisputed leader in medical pharmacology, without equal. Updated to reflect all critical new developments in drug action and drug-disease interaction. This is the “desert island” book of all medical pharmacology—if you can own just one pharmacology book, this is it.",2005,,,
,,,,,,,,,,
9.78E+12,72920963,The Last Dance,Lynne Ann DeSpelder;Albert Lee Strickland,Social Science,http://books.google.com/books/content?id=CAlHAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The best-selling textbook in the field, The Last Dance offers an interdisciplinary introduction to death, dying, and bereavement. Integrating the experiential and the scholarly, as well as the emotional and intellectual dimensions of death and dying, the seventh edition has been thoroughly revised to provide the most cutting-edge coverage of death studies.",2005,3.77,664,112
,,,,,,,,,,
9.78E+12,75536390,The Complete Works,Tacitus,History,http://books.google.com/books/content?id=0U8CAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Translated by Alfred John Church and William Jackson Brodribb, Edited, with an Introduction, Moses Hadas",1964,4.29,773,267
9.78E+12,91520800,My Sweet-orange Tree,José Mauro de Vasconcelos,Juvenile Nonfiction,http://books.google.com/books/content?id=A8_uAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1983,4.39,166,49
9.78E+12,91883768,Who Moved My Cheese?,Spencer Johnson,Self-Help,http://books.google.com/books/content?id=G8J9RhbOTKQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Who Moved My Cheese? is a simple parable that reveals profound truths. It is the amusing and enlightening story of four characters who live in a maze and look for cheese to nourish them and make them happy. Cheese is a metaphor for what you want to have in life, for example a good job, a loving relationship, money or possessions, health or spiritual peace of mind. The maze is where you look for what you want, perhaps the organisation you work in, or the family or community you live in. The problem is that the cheese keeps moving. In the story, the characters are faced with unexpected change in their search for the cheese. One of them eventually deals with change successfully and writes what he has learned on the maze walls for you to discover. You'll learn how to anticipate, adapt to and enjoy change and be ready to change quickly whenever you need to. Discover the secret of the writing on the wall for yourself and enjoy less stress and more success in your work and life. Written for all ages, this story takes less than an hour to read, but its unique insights will last a lifetime.",2002,3.78,96,288074
9.78E+12,91894603,How to Have a Beautiful Mind,Edward De Bono,Self-Help,http://books.google.com/books/content?id=uzPIf3Q981kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Despite the modern day emphasis on physical appearance, there is an easier way to become a desirable person rather than dieting or buying expensive clothes. Regardless of outer appearance, if people have minds that are fascinating, creative, and exciting--if they are good thinkers--they can be beautiful. The clear, practical instructions in this guide demonstrate how applying lateral and parallel thinking skills to conversation can improve the mind. The greatest impact is made on others through speech, and by learning how to listen, make a point, and maneuver a discussion, anyone can become more imaginative, more engaging, and more beautiful.",2004,3.63,232,1508
9.78E+12,91895812,The Toy Maker,Anthony McReavy,Biography & Autobiography,http://books.google.com/books/content?id=kK1PtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single man was responsible for the toys which shaped generations of children. Frank Hornby invented the train set, Meccano, the dinky toy and Scalextric. And yet, until now, there has been no biography of this extraordinary figure. Frank Hornby was born in 1866 to a working class family in Liverpool. Whilst working as a book keeper for a meat importer, and frustrated by the range of toys in turn of the century Britain he set up a toy manufacturing company. A passionate and inspired man, he developed his first toys for his own children and by his death in 1936 Meccano and Hornby trains were market leaders. In 2001 Hornby's chairman announced the company profits were booming as twenty-first century adults rediscovered the joys of their childhood. Encompassing social history, politics and changing attitudes towards children this is a beautifully written life story of an unsung hero.",2004,3,352,1
9.78E+12,91898242,Darwin's Watch,Terry Pratchett;Ian Stewart;Jack Sidney Cohen,Cosmology,http://books.google.com/books/content?id=91OA4xpB3qAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Roundworld is in trouble again, and this time it looks fatal. Having created it in the first place, the wizards of Unseen Univeristy feel vaguely responsible for its safety. They know the creatures who lived there escaped the impending Big Freeze by inventing the space elevator - they even intervened to rid the planet of a plague of elves, who attempted to divert humanity onto a different time track. But now it's all gone wrong - Victorian England has stagnated and the pace of progress would embarrass a limping snail. Unless something drastic is done, there won't be time for anyone to invent spaceflight and the human race will be turned into ice-pops. Why, though, did history come adrift? Was it Sir Arthur Nightingale's dismal book about natural selection? Or was it the devastating response by an obscure country vicar called Charles Darwin, whose bestselling Theology of Species made it impossible to refute the divine design of living creatures? Either way, it's no easy task to change history, as the wizards discover to their cost. Can the God of Evolution come to humanity's aid and ensure Darwin writes a very different book? And who stopped him writing it in the first place? 'The hard science is as gripping as the fiction' - The Times 'Entertaining and illuminating' - New Scientist",2006,3.94,344,3481
9.78E+12,99134012,A Time to Kill,John Grisham,Fiction,http://books.google.com/books/content?id=Ijgi5Hr0u7cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A Southern town is shocked when a 10-year-old black girl is raped by two white men--until the girl's father takes the law into his own hands.,1992,4.06,515,700
,,,,,,,,,,
9.78E+12,99267543,Timequake,Kurt Vonnegut,Fiction,http://books.google.com/books/content?id=DQg-d-Tyi6UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"According to Vonnegut`s alter ego, science-fiction writer Kilgore Trout a global timequake will occur in New York City on 13 february 2001. It is the moment when the universe suffers a crisis of conscience. Should it expand or make a great big bang? It decides to back up a decade to 1991, making everyone in the world endure ten years of deja vu and a total loss of free will-not to mention reliving every nanosecond of one of the tawdiest and most hollow decades. In 1996, dead centre of the `re-run' Vonnegut is wrestling again with Time-quake 1, a book he couldn`t write the first time and won`t be able to now. As he struggles, he addresses, with his trademark wicked wit, the realationship between memory and deja vu, humanism, suicide, the Great Depression and World War 11 as the last generated character builders, the loss of American eloquence, the obsolescent thrill of reading books, and what `extended family' really means.",1998,3.72,219,23529
9.78E+12,99271494,Blood and Gold,Anne Rice,Fiction,http://books.google.com/books/content?id=kq8A8w_9-UcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Here is the gorgeous and sinister story of Marius, patrician by birth, scholar by choice, one of the oldest vampires of them all, which sweeps from his genesis in ancient Rome, in the time of the Emperor Augustus, to his meeting in the present day with a creature of snow and ice. Thorne is a Northern vampire in search of Maharet, his 'maker', the ancient Egyptian vampire queen who holds him and others in thrall with chains made of her red hair, 'bound with steel and with her blood and gold'. When the Visigoths sack his city, Marius is there; with the resurgence of the glory that was Rome, he is there, still searching for his lost love Pandora, but bewitched in turn by Botticelli, the Renaissance beauty Bianca, with her sordid secrets, and the boy he calls Amadeo (otherwise known as the Vampire Armand). Criss-crossing through the stories of other vampires from Rice's glorious Pantheon of the undead, haunted by Pandora and by his alter ego Mael, tracked by the Talamasca, the tale of Marius, the self-styled guardian of 'those who must be kept' is the most wondrous and mind-blowing of them all.",2002,3.89,752,27476
9.78E+12,99273845,An Imaginary Life,David Malouf,Australian fiction,http://books.google.com/books/content?id=6TBtsn0owkAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""In the first century A. D. , Publius Ovidius Naso, the most urbane and irreverant poet of imperial Rome, was banished to a remote village on the edge of the Black Sea. From these sparse facts, one of out most distinguished novelists has fashioned an audacious and supremely moving work of fiction. Marooned on the edge of the known world, exiled from his native tongue, Ovid depends on the kindness of barbarians who impate their dead and converse with the spirit world. But then he becomes the guardian of a still more savage creature, a feral child who has grown up among deer. What ensues is a luminous encounter between civilization and nature, as enacted by a poet who once cataloged the treacheries of love and a boy who slowly learns how to give it.""",1999,3.87,156,1469
9.78E+12,99273861,The Great World,David Malouf,Australia,http://books.google.com/books/content?id=f8IiKrX2ZAUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Every city, town and village has its memorial to war. Nowhere are these more eloquent than in Australia, generations of whose young men have enlisted to fight other people's battles - from Gallipoli and the Somme to Malaya and Vietnam. In THE GREAT WORLD, his finest novel yet, David Malouf gives a voice to that experience. But THE GREAT WORLD is more than a novel of war. Ranging over seventy years of Australian life, from Sydney's teeming King's Cross to the tranquil backwaters of the Hawkesbury River, it is a remarkable novel of self-knowledge and lost innocence, of survival and witness.""",1999,3.87,336,514
9.78E+12,99276496,The Risk Pool,Richard Russo,Families,http://books.google.com/books/content?id=0RCY_pd4iBsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Risk Pool is a thirty-year journey through the lives of Sam Hall, a small-town gambling hellraiser, and his watchful, introspective son Ned. When Ned's mother Jenny suffers a breakdown and retreats from her husband's carelessness into a dream world, Ned becomes part of his father's seedy nocturnal world, touring the town's bars and pool halls, struggling to win Sam's affections while avoiding his sins.",1998,4.03,479,4856
,,,,,,,,,,
9.78E+12,99282968,Bagombo Snuff Box,Kurt Vonnegut,American fiction,http://books.google.com/books/content?id=dIjI3ucpKZoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Before the Golden Age of magazines drew to a close half a century ago, a young PR man at General Electric sold his first short story to one of the doomed publications. By the time he'd sold his third, he decided to quit GE and join the likes of Hemingway and Fitzgerald and Faulkner, and try to make a living at $1500. With four major magazines running five stories each week and smaller ones scouting as well, it was a seller's market, and Vonnegut was published regularly by The Saturday Evening Post, Collier's, Argosy and others. For this unusual collection, Vonnegut has selected twenty-four of his favourite stories never published before in book form and has written a new preface for the occasion. Vonnegut scholar Peter Reed, who unearthed the old publications, contributes an introduction. The stories bring us to the beginning of a literary voice that is sure to last forever. BAGOMBO SNUFF BOX, the missing pieces of the master's oeuvre, is a ready made classic for Vonnegut fans new and old.",2000,3.72,295,7849
9.78E+12,99283220,Ali and Nino,Kurban Said,Azerbaijan,http://books.google.com/books/content?id=A_Sfa4Kg-usC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ali Khan and Nino Kipiani live in the cosmopolitan, oil-rich capital of Azerbaijan which, at the beginning of the twentieth century, is a melting-pot of different cultures. Ali is a Muslim, with his ancestors' passion for the desert, and Nino is a Christian Georgian girl with sophisticated European ways. Despite their differences, the two have loved each other since childhood and Ali is determined that he will marry Nino as soon as she leaves school. But there is not only the obstacle of their different religions and parental consent to overcome. The First World War breaks out. As the Russians withdraw, the Turks advance, and Ali and Nino find themselves swept up in Azerbaijan's fight for independence.",2000,3.92,237,131
9.78E+12,99284480,A Star Called Henry,Roddy Doyle,Dublin (Ireland),http://books.google.com/books/content?id=nLiacLHmhOsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Born in the Dublin slums of 1901, his father a one-legged whorehouse bouncer and settler of scores, Henry Smart has to grow up fast. By the time he can walk he's out robbing and begging, often cold and always hungry, but a prince of the streets. By Easter Monday, 1916, he's fourteen years old and already six-foot-two, a soldier in the Irish Citizen Army. A year later he's ready to die for Ireland again, a rebel, a Fenian and a killer. With his father's wooden leg as his weapon, Henry becomes a Republican legend - one of Michael Collins' boys, a cop killer, an assassin on a stolen bike.""",2000,3.83,342,6675
,,,,,,,,,,
9.78E+12,99285568,The Confessions of Nat Turner,William Styron,Slave insurrections,http://books.google.com/books/content?id=zXaiQSlk7qoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1831 Nat Turner awaits death in a Virginia jail cell. He is a slave, a preacher, and the leader of the only effective slave revolt in the history of 'that peculiar institution'. William Styron's ambitious and stunningly accomplished novel is Turner's confession, made to his jailers under the duress of his God. Encompasses the betrayals, cruelties and humiliations that made up slavery - and that still sear the collective psyches of both races.",2004,3.97,480,82
9.78E+12,99285827,Experience,Martin Amis,"Amis, Kingsley",http://books.google.com/books/content?id=gGnR11zgMVgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Perhaps the most gifted and innovative novelist of his generation. Martin Amis has been the object of obsessive media scrutiny for much of his career. In this much anticipated memoir, he writes with striking candour about his life and, in the process, giv",2001,3.96,401,70
9.78E+12,99297701,Hannibal,Thomas Harris,Dangerously mentally ill,http://books.google.com/books/content?id=av8SBXdrG7YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"WORTH THE WAIT. . . Harris's writing bears the hallmarks of honed perfection. . . this piece of literature is popular fiction only in the sense that it will sell. And sell. . . LOOK NO FURTHER FOR THE CHILLER OF THE YEAR' Peter Millar, The times 'Insanely readable. . . No thriller writer is better attuned than Thomas Harris to the rhythms of suspense. No horror writer is more adept at making the stomach churn. . . COMPELLING. . . TRULY SHOCKING. . . A BRILLIANT BOOK' Mail on Sunday 'It is a gut-churning, nail-biting, skin-crawling, often lyrical triumph - addictive on every level. . . The plot is a helluva plot. . . The denouement is as exciting as the rest. . . IF THERE'S A BETTER BOOK THIS YEAR, with truth, fantasy and a touch of erudition combined in prose which really does leap off the page, I'LL EAT MY HAT' Francis Fyfield, Express. 'No panting fan. . . could have hope for more. . . HANNIBAL IS A GREAT POPULAR NOVEL AND A PLAUSIBLE CANDIDATE FOR THE PULITZER PRIZE' Guardian",2000,3.75,564,67365
,,,,,,,,,,
9.78E+12,99339218,The First Forty-nine Stories,Ernest Hemingway,Fiction,http://books.google.com/books/content?id=61BQ5JD_NCEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""From Ernest Hemingway's Preface- 'There are many kinds of stories in this book. I hope you will find some that you like- In going where you have to go, and doing what you have to do, and seeing what you have to see, you dull and blunt the instrument you write with. But I would rather have it bent and dulled and know I had to put it on the grindstone and hammer it into shape and put a whetstone to it, and know that I had something to write about, than to have it bright and shining, and nothing to say, or smooth and well-oiled in the closet, but unused.' A collection of Hemingway's first forty-nine short stories, featuring a brief introduction by the author and lesser known as well as familiar tales, including 'Up in Michigan', 'Fifty Grand', and 'The Light of the World', and the Snows of Kilimanjaro, Winner Take Nothing'and Men Without Womencollections.""",1993,3.99,467,824
9.78E+12,99389010,The Professor of Desire,Philip Roth,,http://books.google.com/books/content?id=fNlzijiaY7oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As a student in college, David Kepesh styles himself 'a rake among scholars, a scholar among rakes'. Little does he realise how prophetic this motto will be - or how damning. For as Philip Roth follows Kepesh from the domesticity of his childhood into the vast wilderness of erotic possibility, from a menage troisin London to the throes of loneliness in New York, he creates a supremely intelligent, affecting and often hilarious novel about the dilemma of pleasure- where we seek it; why we flee it; and how we struggle to make a truce between dignity and desire.",1995,3.65,272,1950
9.78E+12,99409968,The Phantom Menace,Terry Brooks;George Lucas,Life on other planets,http://books.google.com/books/content?id=vd1pffZFhZ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A long time ago in a galaxy far, far away, an evil legacy long believed dead is stirring. Now the dark side of the Force threatens to overwhelm the light, and only an ancient Jedi prophecy stands between hope and doom for the entire galaxy. On the green, unspoiled world of Naboo, Jedi Master Qui-Gon Jinn and his apprentice, Obi-Wan Kenobi, arrive to protect the realm's young queen as she seeks a diplomatic solution to end the siege of her planet by Trade Federation warships. At the same time, on desert-swept Tatooine, a slave boy named Anakin Skywalker, who possesses a strange ability for understanding the ""rightness"" of things, toils by day and dreams by night--of becoming a Jedi Knight and finding a way to win freedom for himself and his beloved mother. It will be the unexpected meeting of Jedi, Queen, and a gifted boy that will mark the start of a drama that will become legend.",2000,3.56,255,12696
9.78E+12,99410354,Traitor,Matthew Woodring Stover,Science fiction,http://books.google.com/books/content?id=VbICOKLM6TIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the depths of catastrophe, a glimmer of hope. After the capture of Coruscant, the mighty heart of the New Republic, a stunned galaxy fears that nothing can stop the Yuuzhan Vong. Still, that crushing defeat produces one small miracle: Jacen Solo is alive. Yet he can scarcely imagine himself in stranger circumstances. The young Jedi Knight is in the care of Vergere, a fascinating creature of mystery and power, her intentions hard to fathom, her cruelties rarely concealed. But this master of inscrutable arts has much to teach the young Jedi...for she holds the key to a new way to experience the Force, to take it to another level - dangerous, dazzling, perhaps deadly. In the wrong hands, the tremendous energies of the Froce can be devastating. And there are others watching Jacen's progress closely, waiting patiently for the moment when he will be ready for their own dire purposes. Now, all is in shadows. Yet whatever happens, whether Jacen's newfound mastery unleashes light or darkness, he will never be the same Jedi again...",2002,4,320,6765
9.78E+12,99410389,Star by Star,Troy Denning,Life on other planets,http://books.google.com/books/content?id=lPtDoGRj6MIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A must-read for every fan of Star Wars fiction and the New Jedi Order series in particular! It is a dark time for the New Republic. The Yuuzhan Vong, despite some recent losses, continue to advance into the Core, and continue their relentless hunt for the Jedi. Now, in a desperate act of courage, Anakin Solo leads a Jedi strike force into the heart of Yuuzhan Vong territory, where he hopes to destroy a major Vong anti-Jedi weapon. There, with his brother and sister at his side, he will come face to face with his destiny--as the New Republic, still fighting the good fight, will come face to face with theirs...",2002,3.95,605,7590
9.78E+12,99421860,Fury,Salman Rushdie,Anger,http://books.google.com/books/content?id=PlLF4HAejtgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From one of the world's truly great writers, Fury is a wickedly brilliant and pitch-black comedy about a middle-aged professor who finds himself in New York City in the summer of 2000. Not since the Bombay of Midnight's Children have a time and place been so intensely and accurately captured in a novel. Fury opens on a New York living at breakneck speed in an age of unprecedented decadence. Malik Solanka, historian of ideas and dollmaker extraordinaire, steps out of his life one day, abandons his family without a word of explanation, and flees to New York. There is a fury within him, and he fears that he has become dangerous to those he loves. He arrives in New York at a time of unprecedented plenty, in the highest hour of America's wealth and power, seeking to ""erase"" himself. But fury is all around him. Cab drivers spout invective. A serial killer is murdering women with a lump of concrete. The petty spats and bone-deep resentments of the metropolis engulf him. Meanwhile, his own thoughts, emotions and desires are also running wild. A young woman in a D'Angelo baseball cap is in store. Also another woman, with whom he will fall in love and drawn towards a different fury, whose roots lie of the far side of the world.",2002,3.29,272,6551
9.78E+12,99422344,Yeats is Dead!,Joseph O'Connor,Comedy,http://books.google.com/books/content?id=DrE3If94axcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In aid of Amnesty International, this is a brilliant 'serial' novel by fifteen of the very brightest talents in Irish writing. It begins with Roddy Doyle and ends with Frank McCourt. In between thirteen other Irish writers spin an increasingly elaborate tale ofmurder, mayhem and literary shenanigans in present-day Dublin.",2002,3.39,298,34
9.78E+12,99422689,Choke,Chuck Palahniuk,Alzheimer's disease,http://books.google.com/books/content?id=xkbpbiEC_oAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Victor Mancini has devised a complicated scam to pay for his mother's hospital care- pretend to be choking on a piece of food in a restaurant and the person who 'saves you' will feel responsible for you for the rest of their lives. Multiply that a couple of hundred times and you generate a healthy flow of cheques, week in, week out. Victor also works at a theme park with a motley group of losers, cruises sex addiction groups for action, and visits his mother, whose Alzheimer's disease now hides what may be the startling truth about his parentage.""",2002,3.69,293,1457
9.78E+12,99422697,The Dying Animal,Philip Roth,College teachers,http://books.google.com/books/content?id=prPo8epCoIkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'No matter how much you know, no matter how much you think, no matter how much you plot and you connive and you plan, you're not superior to sex' With these words America's most unflaggingly energetic and morally serious novelist launches perhaps his fiercest book. The speaker is David Kepesh, white-haired and over sixty, an eminent TV culture critic and star lecturer at a New York college - as well as an articulate propagandist of the sexual revolution. For years he has made a practice of sleeping with adventurous female students while maintaining an aesthete's critical distance. But now that distance has been annihilated. The agency of Kepesh's undoing is Consuela Castillo, the decorous, humblingly beautiful twenty-four-year-old daughter of Cuban exiles. When he becomes involved with her, Kepesh finds himself dragged helplessly into the quagmire of sexual jealousy and loss. In chronicling the themes of eros and mortality, licence and repression, freedom and sacrifice. The Dying Animalis a burning coal of a book, filled with intellectual heat and not a little danger.",2002,3.62,156,5683
9.78E+12,99427869,Illusions,Richard Bach,Adventure stories,http://books.google.com/books/content?id=Z93wmaJAtyoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders ... until he meets Donald Shimoda - former mechanic and self-described messiah who can make wrenches fly and Richard's imagination soar... In Illusions,the unforgettable follow-up to his phenomenal New York Times bestseller Jonathan Livingston Seagull,Richard Bach takes to the air to discover the ageless truths that give our souls wings- that people don't need airplanes to soar ... that even the darkest clouds have meaning once we lift ourselves above them ... and that messiahs can be found in the unlikeliest places - like hay fields, one-traffic-light midwestern towns, and most of all, deep within ourselves.",2001,4.15,144,48723
9.78E+12,99428164,In the Pond,Ha Jin,China,http://books.google.com/books/content?id=bkmry89MaYYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ha Jin has been compared to the late Issac Babel for his spare evocation of ordinary lives caught up in the flux of vast social movements. Winner of the Hemingway/PEN Award for first fiction for his story collection Under the Red Flag, Ha Jin is a writer of stark power, simple beauty and poignant irony. His themes of personal honour in the face of political rectitude are carried forward here in his first novel, In the Pond, a close, unsentimental depiction of life in a small factory town; the manoeuvring, posturing, petty jealousies and injustices of an ordinary man who tangles with the party bosses.",2002,3.71,160,1212
9.78E+12,99428636,How to Travel with a Salmon and Other Essays,Umberto Eco,Essays,http://books.google.com/books/content?id=-SLftgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This witty and irreverent collection of essays presents Eco's playful but unfailingly accurate takes on everything from militarism, computer jargon, Westerns, librarians and bureaucrats to meals on airplanes, Amtrak trains, bad coffee, express mail, fax machines and pornography. ""An uncanny combination of the profound and the profane"".--San Francisco Chronicle.",2001,3.85,229,106
